id,company,company size,location,technology,seniority,salary employment min,salary employment max,salary b2b min,salary b2b max
df569452cd425bf8244cb69117c452d9,Antal Poland,100.0,Warszawa,C/C++,mid,16000.0,20000.0,,
b40fa646bd5341ab7c340107fe171cea,Antal Poland,100.0,Katowice,Java,senior,20000.0,24000.0,,
bd3792816b7d3ace18446356667dba06,Antal Poland,100.0,Kraków,Java,mid,22000.0,25000.0,22000.0,25000.0
c51792055fe0421b3570ce0b7efa9363,Antal Poland,100.0,Kraków,C/C++,mid,22000.0,25000.0,22000.0,25000.0
7522501a182a9186b2bb2a3501547ca9,Antal Poland,100.0,Kraków,C/C++,mid,17000.0,25000.0,17000.0,25000.0
d70e6e66960cf13ec390464357b07d59,Antal Poland,100.0,Remote,Java,senior,,,25200.0,33600.0
cc9e7a9bb26a3f3321d0d4b47ecfd64e,EPAM Systems,10000.0,Warszawa,Java,senior,14000.0,24000.0,,
ebad2c219f46ce31ffec87c3ea13b3be,EPAM Systems,10000.0,Wrocław,Java,senior,14000.0,24000.0,,
d1f1ff54eab448ef5986638400d70fd1,EPAM Systems,10000.0,Gdańsk,Java,senior,14000.0,24000.0,,
725ded2d30d7c14a44f9c5ec5aa8e6d0,EPAM Systems,10000.0,Kraków,Java,senior,14000.0,24000.0,,
108b31920b20418409311b034906469c,EPAM Systems,10000.0,Remote,Python,senior,21500.0,26000.0,24100.0,28600.0
cb1b97f09ca419b4cfbe0816cc95608f,EPAM Systems,10000.0,Remote,Java,senior,14000.0,24000.0,,
f5f377b4e32585f74203747590cdddba,Mobica,1000.0,Warszawa,C/C++,mid,,,10800.0,20328.0
f66367cbbcea8ef932b1511931fb80e2,Mobica,1000.0,Remote,Mobile,senior,19500.0,25000.0,24360.0,35448.0
976a1088045f562628a17401cf663689,Mobica,1000.0,Warszawa,Mobile,senior,19500.0,25000.0,24360.0,35448.0
41011c2be3dce40242cc7dbffed77187,Mobica,1000.0,Łódź,Mobile,senior,19500.0,25000.0,24360.0,35448.0
5161a961e6f6a8ed39e22c5cdf2c88c7,Mobica,1000.0,Warszawa,C/C++,senior,,,20328.0,31750.0
ac0b8770b383c83bb4110fc1bf0dc7e3,Reply Polska,10000.0,Katowice,Java,junior,5000.0,9000.0,,
c3fd8ac0cc26c3366a71022e14a32c08,Spyrosoft,1000.0,Wrocław,C/C++,senior,16650.0,21600.0,22680.0,29400.0
1b63f55717b7ec009c7549a5d0d08a65,Spyrosoft,1000.0,Warszawa,C/C++,senior,16650.0,21600.0,22680.0,29400.0
80781056bc66212ccf6a274fcaf96780,Spyrosoft,1000.0,Kraków,C/C++,senior,16650.0,21600.0,22680.0,29400.0
a02f42accc34be45081ac149c916eaea,Spyrosoft,1000.0,Remote,Scala,senior,17250.0,21600.0,23520.0,29400.0
0181840f58f34cbdb81d6ba7e653977e,Spyrosoft,1000.0,Remote,C#,senior,13500.0,21600.0,18480.0,29400.0
539f92dd0afce4a0da91e160fb72a72f,Spyrosoft,1000.0,Remote,Java,expert,13550.0,21600.0,18480.0,29400.0
92018877b315f685264457b6187f2a48,Spyrosoft,1000.0,Remote,C#,expert,19700.0,24650.0,26880.0,33600.0
fbff14cb2374d08a12056d16f09e7340,Spyrosoft,1000.0,Remote,JavaScript,senior,13500.0,18500.0,18480.0,25200.0
f778c4fc49905de857087a7e8bed303a,Centralny Ośrodek Informatyki,1000.0,Remote,Mobile,senior,15000.0,23000.0,,
e1944515e5e35d016ea1ecf4008b2d14,Centralny Ośrodek Informatyki,1000.0,Remote,Python,mid,14000.0,28000.0,,
c2536eef6d35bc512dace353d485fc55,Motorola Solutions Systems Polska Sp. z o.o.,1000.0,Kraków,C/C++,junior,6500.0,8500.0,,
20b8d897768e35188c7417df408260c3,Motorola Solutions Systems Polska Sp. z o.o.,1000.0,Kraków,JavaScript,mid,9000.0,18000.0,,
9bc1067ab17890b0402120d9d4deab4e,Motorola Solutions Systems Polska Sp. z o.o.,1000.0,Kraków,C/C++,mid,11500.0,18000.0,,
30d547b514e74b95062cd1ac04cd071d,Sigma IT Poland,100.0,Remote,Python,senior,18000.0,22000.0,21840.0,26880.0
7b69c0f18365553cfe8d180f4c7dd0e4,Sigma IT Poland,100.0,Remote,Mobile,mid,17200.0,23400.0,21000.0,28560.0
e55f8ce73ebad17cb8b57840c1311e2f,GetInData | Part of Xebia,100.0,Remote,Python,mid,,,18480.0,26880.0
2970fa54943eea6f84fd649009640244,GetInData | Part of Xebia,100.0,Remote,Scala,senior,,,27720.0,33600.0
e1db4aeb6b8c7fdc6086b703c6aac928,GetInData | Part of Xebia,100.0,Remote,Python,senior,,,26880.0,33600.0
d60676d9915cd658accd2bfff34d3201,GetInData | Part of Xebia,100.0,Remote,Python,expert,,,33600.0,40320.0
0dd9bac7fa11fce720c9c9b6eacff233,HARMAN Connected Services,100.0,Remote,Mobile,senior,11000.0,17500.0,,
e8d77ab4bb76b955e53894dc9275151e,HARMAN Connected Services,100.0,Remote,C/C++,senior,11000.0,17500.0,,
9d20d4d4e7b32192bc448ddb4b737823,HARMAN Connected Services,100.0,Remote,C#,senior,11000.0,17500.0,,
9c13e455151f345af84acbb2568a0825,HARMAN Connected Services,100.0,Remote,Mobile,expert,15000.0,25000.0,,
1bd475dfb3dfa3e48fad6a70a364da7e,ONWELO Sp. z o.o.,1000.0,Remote,Python,senior,14000.0,19000.0,21000.0,27300.0
842b031565566e23b4ff0f01378f258a,ONWELO Sp. z o.o.,1000.0,Remote,Python,mid,10000.0,14000.0,15750.0,21000.0
9e1561621ca113781f5b268cf6b85f4c,ONWELO Sp. z o.o.,1000.0,Remote,Python,mid,10000.0,14000.0,14700.0,21000.0
16d94854fc9cd2a88aa5d0be7e48373c,ONWELO Sp. z o.o.,1000.0,Remote,Python,senior,,,21000.0,25200.0
14002391c7f79cbc14840dacb192c99c,SoftServe Poland,100.0,Remote,C/C++,mid,,,16000.0,20000.0
80433e1e0458d66f4e185da7f51d8439,SoftServe Poland,100.0,Wrocław,Java,mid,,,14000.0,18000.0
fa8ae1e55fc6861268e460fb112b44af,SoftServe Poland,100.0,Warszawa,Java,mid,,,14000.0,18000.0
937982aa8ed9b0dd76e36482e7375414,SoftServe Poland,100.0,Gdańsk,Java,mid,,,14000.0,18000.0
6ac361d0985ed6f9d3d60507c16c3fa1,SoftServe Poland,100.0,Poznań,Java,mid,,,14000.0,18000.0
8ccbe9f1a922893b74a36e2588ca2718,SoftServe Poland,100.0,Katowice,Java,mid,,,14000.0,18000.0
112525a82fc3ca2dba1399cd6d4a18de,SoftServe Poland,100.0,Kraków,Java,mid,,,14000.0,18000.0
eafe4dfcc9e0b66ec43a46eb14055ce3,SoftServe Poland,100.0,Remote,Python,junior,7600.0,14100.0,6800.0,12700.0
f9e559f035a75d3f130a5fe76d910641,SoftServe Poland,100.0,Gdańsk,Java,senior,,,17000.0,25000.0
16fcee0f6a4a821ce39ce8ec9d950a4d,SoftServe Poland,100.0,Wrocław,Java,senior,,,17000.0,25000.0
d2c51ca77260038e7453d7e6e7f62039,SoftServe Poland,100.0,Kraków,Java,senior,,,17000.0,25000.0
29c240bb108fb43e12baa479178f308a,SoftServe Poland,100.0,Warszawa,Java,senior,,,17000.0,25000.0
1248a9a007684a640a362f04191a6c8a,SoftServe Poland,100.0,Łódź,Java,senior,,,17000.0,25000.0
f382e7f74d8653b698765392cea84dee,ING Bank Śląski Spółka Akcyjna,10000.0,Remote,Kotlin,mid,13000.0,22000.0,,
ae050023201595e0ce9bc64c9bb84dfd,ING Bank Śląski Spółka Akcyjna,10000.0,Warszawa,Python,senior,9000.0,18000.0,,
58d31dc6b776ab3bc3cb61cf9aa69d5a,ING Bank Śląski Spółka Akcyjna,10000.0,Remote,Java,mid,11000.0,22000.0,,
89e6b2b978a62721da6738e587fb127d,ING Bank Śląski Spółka Akcyjna,10000.0,Warszawa,C#,senior,11000.0,22000.0,,
642bed60e5747a267e5e293c4970d847,RTB House,1000.0,Remote,JavaScript,mid,,,10080.0,17640.0
7007648cfd853dfaa00deb5a236f28c1,RTB House,1000.0,Remote,Python,senior,,,30000.0,47000.0
24ff9d83ddb64b54d00f491fb0c88b8d,RTB House,1000.0,Remote,Python,senior,,,25000.0,33000.0
48c4c635ce6cec63681aac234804cb6a,SEB,100.0,Warszawa,Python,senior,34000.0,37000.0,34000.0,37000.0
d0bb809fd36302a9e51df0e4085fbe35,Capgemini Poland,1000.0,Katowice,Python,senior,14000.0,17000.0,20160.0,23520.0
759ecaaec4c2d5373b5349ec659c5fe7,Capgemini Poland,1000.0,Kraków,Python,senior,14000.0,17000.0,20160.0,23520.0
79c16421880fbd67c02705306e0903c9,Capgemini Poland,1000.0,Gdańsk,Python,senior,14000.0,17000.0,20160.0,23520.0
f99352f34c6b7baaad1bbb6059caefed,Capgemini Poland,1000.0,Wrocław,Python,senior,14000.0,17000.0,20160.0,23520.0
0d4d70f2c38113eb0003ec9b1649ea36,Capgemini Poland,1000.0,Warszawa,Python,senior,14000.0,17000.0,20160.0,23520.0
b8f48b1267f6d391fb80a494642ef264,Capgemini Poland,1000.0,Katowice,C/C++,junior,5500.0,11000.0,,
769a168d1d364319d9899713e619f36f,Capgemini Poland,1000.0,Wrocław,C/C++,junior,5500.0,11000.0,,
c06634ec70f6db9555ac73ac06a30ccc,Capgemini Poland,1000.0,Warszawa,C/C++,junior,5500.0,11000.0,,
db7850d2ed4fe4a47255751205a1db85,Capgemini Poland,1000.0,Katowice,C/C++,senior,14000.0,17000.0,20160.0,23520.0
eaf55eaf26a525fe2b4ee8e72bfd55fd,Capgemini Poland,1000.0,Kraków,C/C++,senior,14000.0,17000.0,20160.0,23520.0
6bf7c1e17464ae4418895d6bab70d631,Capgemini Poland,1000.0,Gdańsk,C/C++,senior,14000.0,17000.0,20160.0,23520.0
eb256f8a8a15cc8e51fa241fd1fd86d0,Capgemini Poland,1000.0,Wrocław,C/C++,senior,14000.0,17000.0,20160.0,23520.0
cef042ec9a461feb02c0ff30784ef480,Capgemini Poland,1000.0,Warszawa,C/C++,senior,14000.0,17000.0,20160.0,23520.0
15b25417d87f7f6ca9c18b1c40ff3d28,Capgemini Poland,1000.0,Poznań,C/C++,senior,14000.0,17000.0,20160.0,23520.0
b7c86b7d734aa9a2406c103cd6d3f0bb,Capgemini Poland,1000.0,Katowice,C/C++,junior,7200.0,13200.0,13608.0,16632.0
65db866dede9fc7ac9095745d7583ff2,Capgemini Poland,1000.0,Kraków,C/C++,junior,7200.0,13200.0,13608.0,16632.0
9adf5053c73d1beda8bed13cb505aee6,Capgemini Poland,1000.0,Wrocław,C/C++,junior,7200.0,13200.0,13608.0,16632.0
595e3d4daee1ea6e2576cfbbedda0433,Capgemini Poland,1000.0,Gdańsk,C/C++,junior,7200.0,13200.0,13608.0,16632.0
97b696935812a4c0e710de73d2083f88,Clurgo,100.0,Remote,JavaScript,senior,,,20160.0,25200.0
2af452bdd8be7282220dc7d1f3fe3fe5,Clurgo,100.0,Remote,JavaScript,senior,,,23520.0,27720.0
51ac6a80200b94d37c1262b222b8d8a7,Clurgo,100.0,Warszawa,JavaScript,mid,,,20160.0,25200.0
51731e847ea1f10e78ec156b5e1fdcf4,Clurgo,100.0,Warszawa,Java,mid,,,20160.0,25200.0
689a86fd4eb5b55612ab13544a51eaf3,HL Tech Sp. z o.o.,100.0,Warszawa,Python,mid,12000.0,16000.0,,
fb6ab8c5cadbd4e2b289aa04ee2b2442,HL Tech Sp. z o.o.,100.0,Gdańsk,Python,mid,12000.0,16000.0,,
42988b30fe39f0e35cf050c3a18bdf07,HL Tech Sp. z o.o.,100.0,Wrocław,Python,mid,12000.0,16000.0,,
f6f737dd3652aba1b9cc6233aee0d125,HL Tech Sp. z o.o.,100.0,Poznań,Python,mid,12000.0,16000.0,,
92edf363049f076d8b2ee0d65bd7e77f,HL Tech Sp. z o.o.,100.0,Kraków,Python,mid,12000.0,16000.0,,
81d11b37ce97f3d9e913b71520425681,HL Tech Sp. z o.o.,100.0,Warszawa,Java,mid,13000.0,18500.0,,
a0161f5a09ef27a5eef10777c9f43686,HL Tech Sp. z o.o.,100.0,Gdańsk,Java,mid,13000.0,18500.0,,
a307dd3387b85236aa3a8f8f20015cb8,HL Tech Sp. z o.o.,100.0,Wrocław,Java,mid,13000.0,18500.0,,
f493560c7e557deaa0e15faa70644c56,HL Tech Sp. z o.o.,100.0,Poznań,Java,mid,13000.0,18500.0,,
1ef3d14196cd02c6486d37a9c2ca4796,HL Tech Sp. z o.o.,100.0,Kraków,Java,mid,13000.0,18500.0,,
f3c6d612c8d3792e8d211ec14f42bfb4,KMD Poland,1000.0,Remote,C#,senior,,,23500.0,32000.0
069e610ffb824210b5be2b9d27afddd5,KMD Poland,1000.0,Remote,Java,senior,,,23000.0,28000.0
075416dd84ee92ef14e7087a1aae2466,KMD Poland,1000.0,Remote,C#,senior,,,21000.0,26000.0
80f9fdca38276a7f74df0d84e6a7a740,KMD Poland,1000.0,Remote,JavaScript,senior,,,23000.0,28000.0
04c9646327b0844bf66222b58cb123a2,Ringier Axel Springer Tech,100.0,Warszawa,JavaScript,senior,16000.0,21700.0,18100.0,25200.0
95a41b28dd34ded56a3c4eff67f7ae03,Ringier Axel Springer Tech,100.0,Wrocław,JavaScript,senior,16000.0,21700.0,18100.0,25200.0
d4e593014d80d8881912cc7c20b5a39a,Ringier Axel Springer Tech,100.0,Kraków,JavaScript,senior,16000.0,21700.0,18100.0,25200.0
d58dbaffea4bdbc6caa0d365a499218b,Ringier Axel Springer Tech,100.0,Kraków,Python,mid,10100.0,16800.0,11700.0,19600.0
7da05e3c2673285c64cac3a3841ad12c,Ringier Axel Springer Tech,100.0,Warszawa,Python,mid,10100.0,16800.0,11700.0,19600.0
3f717b287974ee6f17579176092c1242,Ringier Axel Springer Tech,100.0,Wrocław,Python,mid,10100.0,16800.0,11700.0,19600.0
21d34aa165e18f1bf6faa66c31c50619,Ringier Axel Springer Tech,100.0,Kraków,JavaScript,senior,13000.0,21700.0,15100.0,25200.0
cfc2e61579ff61a4fa4200f47aa3cd1b,Ringier Axel Springer Tech,100.0,Warszawa,JavaScript,senior,13000.0,21700.0,15100.0,25200.0
169b12b7939dce36c34500e4ad8c9134,Ringier Axel Springer Tech,100.0,Wrocław,JavaScript,senior,13000.0,21700.0,15100.0,25200.0
f83ff1cd14890f47dcda49d0f5b1eaa1,Ringier Axel Springer Tech,100.0,Warszawa,Python,junior,6100.0,10200.0,7200.0,12000.0
ca840e600ea3d9a4c62030e1b1ded5b9,Ringier Axel Springer Tech,100.0,Wrocław,Python,junior,6100.0,10200.0,7200.0,12000.0
efc32bc44a79daa36ae0d49ff4fe454f,"Sperasoft, a Keywords Studio",1000.0,Remote,C/C++,mid,10000.0,18000.0,12000.0,20000.0
ce99cadb7b641168d773045d9813a99f,"Sperasoft, a Keywords Studio",1000.0,Remote,C/C++,senior,15000.0,19000.0,18000.0,23000.0
7d0836888dfd3e4c36e8d176cc105cf7,"Sperasoft, a Keywords Studio",1000.0,Remote,Java,expert,20000.0,27000.0,22000.0,29000.0
5ce80d5fc5f3f003b11aacec02a7f029,"Sperasoft, a Keywords Studio",1000.0,Warszawa,C/C++,junior,8000.0,9500.0,,
e545670eeab05d527abb4c1ebaa4f9bd,"Sperasoft, a Keywords Studio",1000.0,Kraków,C/C++,junior,8000.0,9500.0,,
41d6ddb414be0579ba98e0eb9c802060,Transition Technologies PSC,1000.0,Remote,C/C++,expert,,,25000.0,30000.0
b5c0c40e2baeb96a713ed3ae2871b727,Transition Technologies PSC,1000.0,Remote,C#,senior,16000.0,22000.0,20000.0,26000.0
9dec11cc2b9330ef6ee626b115cba88d,Transition Technologies PSC,1000.0,Remote,C#,expert,17500.0,24000.0,23520.0,30240.0
d7232cc2ce0aef5ed61fe10c06cbed76,Transition Technologies PSC,1000.0,Remote,C/C++,senior,,,20000.0,25000.0
